trial,best_gene,best_fitness,avg_fitness,times
11,"[18, 35, 30, 6, 41, 37, 15, 47, 54, 21, 23, 12, 3, 49, 7, 52, 19, 24, 8, 31, 57, 0, 22, 26, 42, 46, 28, 11, 56, 29, 39, 43, 17, 1, 48, 4, 40, 9, 53, 50, 34, 38, 10, 20, 2, 51, 27, 32, 14, 33, 36, 13, 5, 44, 45, 55, 25, 16]",2.1797889964251462e-05,2.1719906437700127e-05,0.5309548377990723
12,"[41, 7, 23, 39, 8, 31, 19, 49, 3, 52, 57, 29, 24, 12, 53, 2, 21, 1, 47, 16, 13, 25, 34, 43, 0, 17, 11, 56, 9, 20, 18, 44, 45, 55, 32, 28, 27, 5, 36, 14, 33, 35, 38, 10, 54, 40, 51, 50, 48, 42, 22, 4, 26, 46, 15, 30, 6, 37]",2.242403856934634e-05,2.1761559639429193e-05,0.6140453815460205
13,"[57, 43, 29, 31, 8, 39, 12, 3, 49, 52, 23, 18, 13, 35, 16, 40, 38, 15, 41, 6, 30, 37, 10, 2, 48, 1, 28, 20, 44, 55, 32, 36, 45, 14, 33, 25, 50, 26, 5, 27, 46, 51, 21, 19, 0, 17, 4, 42, 11, 22, 9, 7, 47, 53, 54, 34, 56, 24]",2.1389001775287147e-05,2.1341042132019083e-05,0.5089702606201172
14,"[15, 28, 14, 33, 35, 34, 51, 9, 26, 2, 38, 32, 45, 20, 10, 40, 1, 36, 18, 5, 37, 41, 6, 30, 21, 3, 52, 19, 4, 53, 46, 56, 11, 50, 42, 54, 0, 57, 39, 12, 29, 49, 31, 8, 24, 17, 43, 23, 22, 16, 55, 44, 13, 27, 25, 48, 7, 47]",1.8957705359343306e-05,1.8428157986259526e-05,0.5130012035369873
15,"[7, 0, 17, 57, 21, 16, 20, 55, 14, 32, 13, 33, 18, 36, 25, 9, 28, 10, 47, 51, 35, 50, 26, 56, 5, 44, 45, 27, 48, 46, 38, 1, 53, 15, 41, 42, 11, 22, 43, 31, 19, 12, 39, 3, 23, 24, 8, 52, 49, 29, 4, 40, 34, 2, 54, 6, 30, 37]",1.857286133501727e-05,1.8157629228463583e-05,0.5249969959259033
16,"[51, 32, 33, 14, 44, 45, 55, 34, 4, 53, 35, 2, 10, 20, 27, 5, 18, 25, 16, 28, 46, 47, 1, 40, 36, 13, 26, 29, 8, 57, 48, 42, 22, 17, 19, 49, 3, 52, 23, 11, 56, 12, 0, 31, 24, 39, 43, 54, 50, 9, 38, 37, 30, 41, 6, 15, 21, 7]",2.0537254579807772e-05,1.968634991730342e-05,0.5160315036773682
17,"[3, 19, 52, 24, 8, 23, 1, 48, 34, 53, 21, 40, 20, 55, 33, 36, 5, 35, 25, 13, 27, 44, 45, 14, 18, 32, 16, 50, 51, 57, 6, 30, 37, 7, 42, 11, 39, 29, 56, 26, 22, 9, 47, 54, 15, 41, 10, 38, 28, 2, 46, 4, 43, 17, 0, 49, 12, 31]",1.89490838117977e-05,1.871528794762226e-05,0.5070023536682129
18,"[23, 11, 22, 42, 26, 48, 45, 44, 55, 25, 9, 50, 35, 47, 21, 53, 40, 1, 54, 57, 0, 43, 39, 31, 19, 52, 49, 3, 6, 41, 37, 10, 20, 27, 18, 36, 33, 14, 32, 51, 13, 5, 34, 2, 17, 12, 29, 8, 24, 7, 30, 15, 38, 28, 46, 16, 4, 56]",1.979766783472907e-05,1.9797667834729067e-05,0.5069980621337891
19,"[52, 22, 57, 17, 43, 31, 23, 11, 19, 24, 8, 0, 39, 12, 29, 56, 42, 26, 4, 50, 9, 35, 5, 28, 54, 40, 15, 53, 1, 46, 32, 18, 16, 33, 36, 13, 44, 14, 55, 45, 25, 7, 21, 41, 37, 6, 30, 48, 51, 47, 20, 27, 34, 2, 38, 10, 3, 49]",2.096567918317714e-05,2.08418771849461e-05,0.5509655475616455
20,"[47, 1, 34, 9, 43, 39, 24, 8, 12, 29, 0, 17, 31, 19, 49, 3, 52, 56, 22, 11, 23, 26, 46, 51, 37, 6, 30, 15, 21, 40, 41, 38, 27, 5, 13, 33, 55, 45, 44, 25, 16, 35, 28, 18, 48, 2, 20, 10, 7, 4, 50, 32, 36, 14, 42, 57, 53, 54]",2.092050209205021e-05,2.092049333906828e-05,0.4990348815917969
21,"[39, 29, 8, 21, 34, 54, 53, 47, 50, 46, 48, 42, 9, 7, 26, 1, 18, 13, 14, 33, 32, 28, 2, 20, 35, 25, 51, 40, 38, 10, 5, 36, 55, 45, 27, 44, 16, 15, 41, 37, 6, 30, 3, 19, 43, 57, 56, 11, 4, 22, 12, 24, 31, 49, 52, 23, 17, 0]",2.184169142058361e-05,2.1839854942128762e-05,0.5000011920928955
22,"[36, 13, 33, 26, 40, 21, 7, 4, 31, 39, 8, 24, 12, 0, 29, 23, 25, 20, 27, 44, 55, 45, 14, 18, 16, 5, 52, 3, 15, 37, 41, 30, 6, 1, 51, 46, 50, 48, 42, 11, 9, 53, 38, 10, 28, 47, 54, 34, 22, 56, 17, 43, 19, 49, 57, 2, 35, 32]",2.0852882911062454e-05,2.0851108974691722e-05,0.5379986763000488
23,"[56, 42, 5, 16, 35, 26, 57, 52, 19, 49, 3, 0, 12, 29, 8, 39, 24, 31, 17, 23, 22, 7, 21, 9, 1, 46, 50, 48, 51, 10, 38, 27, 33, 44, 32, 36, 18, 13, 45, 55, 14, 20, 25, 28, 34, 40, 2, 11, 47, 53, 54, 41, 43, 15, 30, 6, 37, 4]",2.0228582987761707e-05,1.969296775919186e-05,0.5039997100830078
24,"[18, 33, 45, 55, 36, 27, 13, 32, 44, 14, 25, 5, 50, 46, 56, 11, 48, 9, 16, 35, 10, 41, 54, 1, 37, 30, 6, 28, 20, 40, 34, 2, 42, 22, 21, 57, 26, 4, 7, 38, 53, 49, 3, 52, 23, 39, 8, 19, 0, 12, 24, 31, 29, 43, 17, 15, 47, 51]",2.013571471719389e-05,1.9390329273308915e-05,0.5139992237091064
25,"[20, 7, 50, 9, 27, 13, 37, 6, 30, 15, 41, 54, 22, 0, 29, 3, 17, 43, 23, 57, 8, 31, 19, 52, 49, 12, 24, 39, 56, 26, 11, 48, 42, 16, 28, 10, 38, 21, 51, 46, 18, 14, 32, 5, 2, 47, 1, 53, 4, 40, 34, 35, 25, 36, 44, 45, 55, 33]",2.1277953911951826e-05,2.0680074015824626e-05,0.522003173828125
26,"[7, 40, 52, 19, 0, 29, 12, 17, 49, 8, 24, 43, 23, 11, 26, 56, 22, 39, 31, 3, 15, 41, 6, 20, 55, 18, 13, 36, 45, 44, 33, 14, 34, 51, 10, 38, 1, 2, 42, 48, 46, 50, 47, 28, 35, 32, 27, 5, 16, 25, 57, 4, 9, 53, 54, 21, 30, 37]",1.924890762449231e-05,1.924890762449231e-05,0.5119619369506836
27,"[56, 11, 26, 23, 57, 43, 17, 29, 24, 19, 12, 0, 22, 4, 42, 48, 51, 44, 13, 14, 55, 36, 27, 33, 45, 32, 6, 37, 30, 21, 39, 31, 8, 3, 52, 49, 7, 20, 16, 28, 38, 10, 18, 54, 40, 1, 15, 41, 35, 5, 2, 34, 47, 53, 50, 25, 9, 46]",1.9661816751867873e-05,1.95309023309674e-05,0.50803542137146
28,"[50, 18, 46, 48, 9, 1, 53, 7, 21, 35, 34, 32, 36, 25, 27, 45, 55, 20, 10, 47, 2, 38, 28, 16, 33, 14, 13, 44, 51, 11, 56, 30, 52, 23, 17, 57, 43, 0, 29, 31, 12, 24, 54, 40, 15, 41, 37, 6, 19, 49, 3, 8, 39, 22, 26, 4, 42, 5]",1.803914494452963e-05,1.7657815816226566e-05,0.6289548873901367
29,"[14, 44, 45, 55, 20, 2, 54, 3, 43, 0, 12, 24, 31, 39, 29, 56, 23, 19, 52, 57, 46, 9, 51, 5, 16, 35, 25, 36, 18, 28, 47, 40, 38, 37, 10, 21, 15, 41, 6, 30, 1, 53, 7, 49, 8, 17, 50, 42, 11, 48, 22, 4, 34, 26, 13, 27, 32, 33]",1.9524004763857164e-05,1.9492850647586776e-05,0.5160250663757324
30,"[3, 43, 5, 13, 25, 48, 2, 53, 1, 26, 42, 11, 56, 40, 54, 7, 47, 28, 45, 33, 36, 14, 55, 32, 20, 16, 44, 27, 50, 35, 18, 38, 15, 21, 57, 24, 39, 0, 22, 4, 34, 9, 46, 51, 10, 41, 37, 30, 6, 17, 8, 52, 19, 31, 12, 29, 23, 49]",2.1050415745710977e-05,2.0791412008087645e-05,0.5139780044555664
31,"[50, 42, 46, 38, 20, 14, 33, 44, 13, 36, 53, 9, 54, 22, 56, 23, 3, 49, 19, 29, 52, 12, 39, 24, 31, 8, 17, 7, 21, 15, 41, 30, 6, 37, 47, 2, 4, 57, 43, 0, 11, 26, 28, 16, 25, 18, 5, 32, 55, 45, 48, 1, 40, 10, 35, 27, 34, 51]",2.325905940363772e-05,2.3017970631147526e-05,0.50972580909729
32,"[5, 44, 45, 36, 33, 55, 14, 25, 9, 15, 30, 6, 27, 18, 35, 28, 16, 13, 32, 46, 42, 40, 53, 41, 37, 10, 4, 26, 57, 23, 24, 31, 39, 0, 29, 52, 3, 7, 21, 1, 38, 50, 48, 34, 51, 56, 11, 22, 43, 17, 19, 49, 12, 8, 54, 47, 2, 20]",2.0506931342793864e-05,2.0506675137404834e-05,0.5000004768371582
33,"[46, 55, 38, 47, 2, 3, 7, 40, 1, 15, 41, 37, 10, 21, 28, 16, 20, 32, 5, 25, 35, 13, 36, 14, 27, 18, 11, 56, 17, 31, 8, 12, 49, 6, 30, 54, 4, 26, 42, 57, 0, 39, 29, 24, 19, 52, 23, 43, 50, 53, 22, 33, 45, 44, 48, 51, 9, 34]",1.83496339248032e-05,1.805293621103261e-05,0.5629990100860596
34,"[54, 53, 1, 51, 7, 21, 17, 43, 3, 49, 23, 11, 56, 5, 34, 35, 4, 26, 42, 22, 24, 12, 39, 31, 19, 52, 29, 8, 0, 57, 48, 2, 20, 10, 6, 30, 37, 41, 15, 25, 16, 28, 18, 36, 33, 14, 13, 32, 45, 55, 44, 47, 40, 9, 50, 27, 46, 38]",2.3328512107497783e-05,2.319000451590207e-05,0.5359997749328613
35,"[30, 6, 37, 15, 53, 28, 2, 47, 34, 38, 54, 40, 44, 35, 20, 33, 55, 36, 4, 1, 21, 10, 5, 16, 13, 45, 14, 18, 25, 27, 50, 46, 11, 48, 22, 39, 52, 19, 3, 17, 7, 57, 23, 12, 0, 29, 24, 31, 8, 49, 43, 56, 42, 26, 32, 51, 9, 41]",1.990049751243781e-05,1.971858273262779e-05,0.5109672546386719
36,"[43, 44, 5, 25, 22, 42, 50, 9, 51, 46, 48, 4, 11, 57, 23, 56, 0, 12, 29, 30, 6, 15, 41, 37, 10, 33, 55, 45, 32, 28, 34, 54, 38, 40, 26, 21, 1, 47, 20, 16, 18, 27, 13, 14, 36, 35, 2, 53, 7, 31, 8, 19, 49, 3, 17, 52, 24, 39]",1.9603230612404924e-05,1.9552479264457488e-05,0.5100352764129639
37,"[16, 14, 27, 32, 33, 44, 36, 20, 35, 5, 2, 28, 13, 55, 45, 18, 51, 40, 38, 10, 15, 30, 6, 41, 47, 1, 9, 34, 50, 48, 42, 11, 56, 23, 17, 12, 54, 53, 46, 26, 29, 24, 39, 3, 21, 7, 49, 52, 19, 31, 0, 8, 43, 57, 4, 22, 37, 25]",2.0055754998896935e-05,1.9781886171691843e-05,0.5319974422454834
38,"[4, 40, 53, 1, 45, 33, 20, 2, 48, 46, 16, 34, 28, 44, 55, 14, 32, 50, 26, 11, 22, 24, 0, 29, 17, 43, 23, 49, 3, 19, 31, 8, 39, 12, 52, 37, 38, 35, 13, 36, 18, 51, 42, 9, 54, 21, 47, 7, 27, 5, 25, 57, 56, 10, 15, 41, 6, 30]",1.9980818414322252e-05,1.9039442044222527e-05,0.5160064697265625
39,"[39, 24, 56, 26, 42, 34, 4, 13, 45, 27, 16, 22, 53, 7, 47, 1, 40, 9, 11, 57, 21, 3, 49, 52, 19, 17, 29, 12, 8, 31, 48, 46, 35, 51, 50, 28, 37, 6, 30, 41, 15, 10, 32, 36, 44, 55, 33, 14, 5, 25, 18, 2, 20, 38, 54, 23, 0, 43]",2.178174689610107e-05,2.1662619819094047e-05,0.49399423599243164
40,"[55, 44, 54, 40, 48, 9, 53, 46, 21, 42, 57, 7, 10, 41, 37, 6, 30, 15, 2, 1, 47, 13, 32, 5, 25, 18, 20, 28, 35, 38, 34, 51, 16, 22, 4, 56, 11, 26, 39, 24, 8, 17, 0, 23, 49, 19, 12, 3, 43, 31, 52, 29, 50, 27, 36, 33, 14, 45]",2.057486163405551e-05,1.9650202393355334e-05,0.561969518661499
41,"[10, 38, 40, 34, 53, 7, 56, 0, 29, 8, 12, 17, 19, 39, 49, 3, 52, 57, 24, 31, 43, 21, 9, 2, 28, 45, 14, 16, 20, 35, 46, 26, 1, 4, 22, 23, 11, 48, 33, 55, 32, 44, 36, 5, 18, 25, 13, 27, 51, 50, 42, 54, 47, 41, 37, 6, 30, 15]",2.249971875351558e-05,2.233723193687601e-05,0.5629851818084717
42,"[47, 54, 41, 37, 6, 38, 1, 53, 40, 25, 36, 45, 28, 48, 11, 7, 21, 30, 3, 49, 22, 42, 4, 46, 26, 44, 14, 55, 32, 13, 5, 16, 35, 33, 27, 15, 10, 0, 24, 52, 23, 56, 19, 8, 31, 39, 43, 29, 12, 57, 17, 9, 34, 51, 50, 18, 2, 20]",1.7200158241455822e-05,1.6470952593153596e-05,0.5040452480316162
43,"[26, 57, 31, 29, 2, 10, 47, 4, 43, 17, 1, 18, 13, 45, 33, 55, 44, 14, 32, 20, 16, 38, 53, 21, 28, 35, 25, 36, 27, 5, 51, 34, 56, 23, 42, 46, 48, 54, 3, 8, 49, 52, 19, 24, 0, 39, 12, 7, 15, 30, 6, 41, 37, 22, 40, 9, 50, 11]",1.957675065092696e-05,1.9211145453105777e-05,0.5239999294281006
44,"[50, 1, 3, 19, 24, 12, 31, 8, 29, 39, 49, 52, 43, 22, 40, 34, 48, 42, 11, 23, 4, 53, 7, 21, 6, 30, 37, 47, 20, 18, 27, 5, 16, 35, 41, 15, 10, 38, 2, 28, 32, 33, 44, 13, 36, 14, 45, 55, 25, 54, 56, 17, 0, 57, 26, 51, 46, 9]",2.1666125013541327e-05,2.1327500022940964e-05,0.6279745101928711
45,"[8, 39, 24, 3, 19, 31, 52, 43, 0, 17, 22, 49, 57, 7, 53, 34, 36, 44, 32, 55, 33, 14, 54, 21, 41, 6, 30, 37, 15, 1, 40, 9, 47, 38, 2, 10, 28, 20, 35, 13, 45, 27, 18, 16, 5, 25, 48, 50, 46, 11, 51, 42, 26, 56, 4, 23, 29, 12]",2.306858289695264e-05,2.2385183883572553e-05,0.5119941234588623
46,"[21, 7, 47, 38, 18, 44, 36, 13, 27, 25, 46, 1, 9, 34, 42, 26, 17, 43, 57, 23, 22, 11, 56, 39, 52, 3, 49, 29, 0, 31, 24, 19, 8, 12, 4, 48, 2, 35, 51, 28, 10, 20, 53, 37, 15, 6, 41, 30, 40, 16, 50, 33, 55, 45, 32, 14, 5, 54]",2.0919626793857997e-05,2.0505842126390896e-05,0.5659947395324707
47,"[28, 50, 40, 9, 34, 48, 2, 22, 0, 12, 29, 31, 19, 52, 49, 23, 3, 46, 51, 18, 33, 25, 57, 56, 26, 54, 6, 53, 47, 4, 42, 7, 37, 30, 41, 15, 5, 44, 13, 55, 32, 11, 38, 20, 35, 27, 14, 36, 45, 10, 1, 21, 39, 8, 24, 43, 17, 16]",1.6971877598818758e-05,1.6959481065573015e-05,0.4990379810333252
48,"[4, 57, 43, 49, 3, 52, 19, 8, 29, 31, 12, 23, 7, 54, 53, 47, 40, 1, 46, 48, 9, 25, 13, 55, 32, 36, 18, 35, 5, 27, 51, 2, 28, 16, 34, 42, 50, 44, 45, 33, 14, 20, 15, 10, 38, 11, 22, 56, 39, 24, 0, 37, 30, 6, 41, 21, 17, 26]",2.2303008675870375e-05,2.1483078596142673e-05,0.5149540901184082
49,"[38, 6, 30, 15, 53, 41, 37, 20, 35, 18, 27, 46, 16, 28, 1, 40, 2, 34, 44, 13, 11, 26, 42, 48, 56, 57, 43, 49, 17, 24, 29, 52, 19, 3, 8, 12, 31, 39, 0, 23, 4, 50, 51, 14, 36, 32, 25, 5, 33, 45, 55, 10, 47, 9, 22, 7, 21, 54]",1.9770660340055357e-05,1.946955328884032e-05,0.5200467109680176
50,"[32, 44, 14, 25, 28, 21, 34, 51, 4, 26, 13, 36, 27, 45, 55, 33, 18, 5, 9, 22, 11, 42, 23, 48, 35, 2, 20, 53, 57, 49, 3, 52, 19, 0, 7, 1, 47, 16, 46, 50, 54, 10, 30, 41, 6, 37, 15, 56, 39, 29, 24, 31, 12, 8, 43, 17, 40, 38]",2.022776462973077e-05,2.016759391459513e-05,0.5079634189605713
51,"[50, 34, 22, 42, 25, 46, 9, 11, 26, 16, 20, 36, 14, 33, 5, 18, 45, 28, 47, 10, 38, 41, 6, 30, 37, 15, 27, 13, 55, 44, 32, 48, 53, 1, 2, 40, 54, 21, 7, 49, 52, 3, 12, 8, 19, 17, 43, 0, 39, 29, 31, 24, 57, 23, 4, 56, 35, 51]",2.370005214011471e-05,2.2584468983926285e-05,0.5059881210327148
52,"[36, 55, 45, 14, 10, 21, 6, 30, 41, 37, 15, 28, 5, 25, 50, 4, 26, 54, 3, 29, 39, 52, 49, 7, 1, 40, 27, 33, 20, 47, 48, 12, 0, 57, 19, 24, 31, 8, 17, 43, 22, 23, 56, 11, 34, 51, 2, 38, 53, 9, 42, 46, 35, 13, 18, 16, 32, 44]",2.088293029277868e-05,2.0378143884480153e-05,0.5210154056549072
53,"[34, 28, 45, 16, 35, 2, 4, 26, 5, 44, 14, 20, 51, 11, 24, 8, 17, 50, 48, 21, 15, 54, 7, 39, 12, 57, 23, 31, 19, 49, 3, 52, 29, 0, 43, 22, 53, 37, 6, 30, 41, 10, 36, 25, 18, 55, 33, 27, 13, 46, 9, 47, 40, 32, 42, 56, 1, 38]",1.9236688211757463e-05,1.9106337912595122e-05,0.5110564231872559
54,"[55, 13, 20, 33, 36, 27, 35, 44, 18, 14, 32, 25, 5, 11, 39, 8, 52, 23, 42, 9, 53, 57, 26, 7, 21, 50, 46, 56, 49, 12, 29, 19, 31, 24, 0, 43, 17, 3, 37, 54, 22, 4, 2, 28, 38, 10, 34, 47, 15, 1, 51, 48, 40, 30, 41, 6, 16, 45]",1.66602802259134e-05,1.654975421923104e-05,0.5089297294616699
55,"[32, 27, 13, 36, 45, 33, 18, 9, 34, 1, 50, 42, 11, 28, 40, 53, 15, 37, 41, 6, 30, 10, 51, 48, 22, 54, 57, 17, 52, 19, 49, 12, 29, 43, 0, 24, 39, 8, 31, 26, 16, 25, 5, 20, 46, 56, 4, 23, 3, 47, 38, 35, 7, 21, 2, 14, 55, 44]",2.141740378231351e-05,2.0812565785942636e-05,0.5000104904174805
56,"[6, 10, 32, 27, 13, 35, 56, 11, 42, 50, 51, 2, 47, 3, 12, 8, 29, 24, 31, 43, 57, 0, 17, 23, 9, 20, 5, 46, 26, 14, 33, 36, 25, 18, 45, 55, 44, 34, 48, 21, 7, 52, 49, 39, 19, 22, 53, 40, 1, 4, 54, 28, 16, 38, 15, 37, 41, 30]",2.1192277534066587e-05,2.0495857908300538e-05,0.5209901332855225
57,"[47, 38, 16, 55, 45, 44, 27, 18, 33, 36, 35, 25, 57, 15, 6, 41, 53, 21, 37, 30, 54, 10, 48, 4, 40, 7, 50, 1, 26, 23, 52, 29, 17, 43, 22, 24, 19, 3, 49, 31, 12, 8, 39, 0, 56, 42, 11, 46, 51, 9, 34, 2, 5, 32, 14, 13, 28, 20]",1.88907359830739e-05,1.873200000572742e-05,0.543046236038208
58,"[49, 43, 39, 29, 24, 22, 7, 4, 23, 56, 11, 26, 42, 34, 40, 2, 50, 57, 0, 17, 9, 35, 53, 1, 16, 25, 47, 38, 15, 10, 41, 37, 30, 6, 3, 54, 21, 28, 20, 27, 18, 5, 13, 14, 55, 44, 45, 36, 33, 32, 46, 48, 51, 12, 8, 31, 19, 52]",2.1609940572663425e-05,2.0642140608822494e-05,0.5069987773895264
59,"[32, 27, 45, 55, 20, 46, 28, 2, 25, 4, 18, 13, 5, 16, 57, 23, 43, 0, 9, 48, 54, 21, 41, 37, 30, 6, 10, 15, 3, 8, 12, 29, 31, 24, 39, 19, 52, 7, 49, 17, 56, 11, 26, 42, 34, 1, 40, 35, 50, 53, 47, 51, 22, 38, 36, 14, 33, 44]",2.0712939373226453e-05,2.037108687364545e-05,0.5069985389709473
60,"[26, 15, 5, 35, 34, 51, 50, 4, 47, 53, 37, 41, 30, 6, 21, 40, 1, 9, 2, 38, 13, 36, 14, 42, 48, 49, 3, 52, 57, 0, 43, 24, 31, 12, 17, 54, 7, 22, 8, 19, 39, 29, 23, 56, 11, 33, 55, 44, 28, 25, 18, 27, 45, 32, 20, 10, 16, 46]",1.9837333862328903e-05,1.9575566079078237e-05,0.502000093460083
61,"[31, 39, 29, 12, 8, 17, 23, 24, 19, 3, 15, 10, 2, 26, 11, 1, 21, 7, 52, 49, 42, 48, 53, 34, 37, 6, 30, 41, 38, 20, 16, 27, 25, 9, 46, 56, 57, 50, 18, 28, 44, 14, 36, 55, 32, 45, 13, 5, 33, 35, 4, 54, 22, 51, 47, 40, 43, 0]",1.985348130794735e-05,1.9790697574015955e-05,0.507002592086792
62,"[20, 36, 13, 18, 55, 45, 33, 51, 42, 26, 11, 56, 22, 1, 47, 9, 50, 46, 48, 4, 25, 16, 5, 27, 35, 6, 37, 30, 41, 53, 2, 38, 34, 21, 7, 15, 52, 19, 8, 17, 23, 57, 3, 49, 0, 24, 12, 31, 39, 29, 43, 54, 40, 14, 44, 32, 28, 10]",2.1664247492363353e-05,2.1608281168597936e-05,0.615997314453125
63,"[41, 4, 17, 0, 43, 12, 52, 31, 3, 54, 15, 37, 7, 22, 26, 24, 49, 19, 8, 39, 29, 23, 57, 53, 5, 38, 47, 40, 2, 34, 9, 25, 45, 27, 18, 35, 28, 16, 20, 10, 56, 11, 42, 50, 46, 32, 14, 44, 13, 36, 33, 55, 48, 51, 1, 21, 30, 6]",1.9196068645141475e-05,1.8711150350199468e-05,0.5099701881408691
64,"[50, 51, 16, 25, 27, 36, 44, 45, 14, 18, 47, 10, 41, 6, 30, 37, 7, 15, 53, 54, 34, 46, 22, 2, 38, 20, 4, 26, 11, 28, 35, 5, 32, 13, 33, 55, 21, 57, 1, 40, 9, 42, 0, 29, 12, 8, 24, 19, 31, 52, 3, 49, 56, 23, 17, 43, 39, 48]",2.1780798048440494e-05,2.1773226634912504e-05,0.5820009708404541
65,"[12, 52, 49, 8, 31, 39, 24, 29, 23, 17, 0, 3, 41, 30, 37, 6, 15, 47, 21, 1, 36, 44, 33, 45, 55, 14, 20, 27, 50, 25, 35, 48, 38, 34, 2, 51, 56, 46, 9, 54, 4, 42, 26, 5, 11, 16, 13, 32, 18, 28, 10, 7, 40, 53, 57, 43, 22, 19]",2.0070245860511792e-05,1.93162023162147e-05,0.5769929885864258
66,"[7, 19, 24, 12, 29, 0, 8, 41, 37, 6, 30, 15, 21, 38, 2, 20, 10, 4, 57, 17, 56, 23, 54, 51, 42, 34, 1, 47, 35, 25, 5, 36, 55, 45, 44, 33, 14, 13, 32, 16, 9, 18, 27, 48, 40, 53, 28, 46, 50, 11, 26, 22, 43, 52, 49, 31, 39, 3]",2.1519722825970003e-05,2.0078104763429204e-05,0.5659925937652588
