gens,best_fitness,avg_fitness,best_gene
355,0.0002957704821058858,0.00029449781101947224,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
356,0.0002957704821058858,0.00029455191537595504,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
357,0.0002957704821058858,0.00029455191537595504,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
358,0.0002957704821058858,0.0002946060197324378,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
359,0.0002957704821058858,0.0002946060197324378,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
360,0.0002957704821058858,0.0002946060197324378,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
361,0.0002957704821058858,0.0002946601240889206,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
362,0.0002957704821058858,0.0002947142284454034,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
363,0.0002957704821058858,0.0002947142284454034,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
364,0.0002957704821058858,0.00029482243715836894,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
365,0.0002957704821058858,0.00029493064587133455,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
366,0.0002957704821058858,0.0002950388545843001,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
367,0.0002957704821058858,0.00029510802043805184,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
368,0.0002957704821058858,0.0002951771862918036,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
369,0.0002957704821058858,0.00029521176921867945,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
370,0.0002957704821058858,0.0002952463521455553,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
371,0.0002957704821058858,0.0002952809350724312,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
372,0.0002957704821058858,0.00029535010092618293,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
373,0.0002957704821058858,0.0002954192667799347,"[10, 9, 8, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]"
