trial,best_gene,best_fitness,avg_fitness,times
1,"[5, 4, 3, 2, 13, 1, 0, 7, 9, 8, 10, 12, 6, 11]",0.00029976019184652276,0.00029976019184652276,0.24604558944702148
2,"[2, 13, 7, 0, 1, 9, 8, 10, 12, 6, 11, 5, 4, 3]",0.00029515938606847696,0.00029515938606847685,0.2239525318145752
3,"[0, 7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1]",0.00029976019184652276,0.00029976019184652276,0.254047155380249
4,"[0, 7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1]",0.00029976019184652276,0.00029976019184652276,0.24299907684326172
5,"[3, 2, 13, 1, 0, 7, 9, 8, 10, 12, 6, 11, 5, 4]",0.00029976019184652276,0.00029976019184652276,0.2140040397644043
6,"[10, 8, 9, 7, 0, 1, 13, 2, 3, 4, 5, 11, 6, 12]",0.00029976019184652276,0.00029976019184652276,0.21199846267700195
7,"[1, 9, 8, 10, 0, 7, 12, 6, 4, 3, 5, 11, 13, 2]",0.00028050490883590464,0.00028050490883590453,0.2609543800354004
8,"[2, 13, 11, 3, 4, 5, 6, 12, 7, 0, 10, 8, 9, 1]",0.0002782415136338342,0.0002782415136338342,0.23604178428649902
9,"[4, 3, 2, 13, 1, 0, 7, 9, 8, 10, 12, 6, 11, 5]",0.00029976019184652276,0.00029976019184652276,0.21499896049499512
10,"[5, 11, 6, 12, 10, 8, 9, 7, 0, 1, 13, 2, 3, 4]",0.00029976019184652276,0.00029958101659736166,0.21397185325622559
11,"[2, 1, 0, 7, 9, 8, 10, 12, 6, 4, 3, 5, 11, 13]",0.00028328611898016995,0.00028328611898017,0.22302794456481934
12,"[9, 7, 0, 1, 2, 3, 4, 5, 11, 13, 6, 12, 10, 8]",0.0002889338341519792,0.00028893383415197916,0.21395587921142578
13,"[11, 13, 6, 12, 7, 10, 8, 9, 0, 1, 2, 3, 4, 5]",0.0002900232018561485,0.00029002320185614853,0.22804880142211914
14,"[7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0]",0.00029976019184652276,0.00029976019184652276,0.2129828929901123
15,"[9, 8, 10, 12, 6, 13, 11, 5, 4, 3, 2, 1, 0, 7]",0.0002889338341519792,0.00028893383415197916,0.23801422119140625
16,"[9, 7, 0, 1, 2, 3, 4, 5, 11, 13, 6, 12, 10, 8]",0.0002889338341519792,0.00028893383415197916,0.2239551544189453
17,"[6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9, 8, 10, 12]",0.00029976019184652276,0.00029976019184652276,0.23301339149475098
18,"[1, 0, 7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13]",0.00029976019184652276,0.00029976019184652276,0.2689998149871826
19,"[2, 13, 1, 0, 9, 8, 10, 7, 12, 6, 11, 5, 4, 3]",0.0003009328919650918,0.0003009328919650919,0.2509877681732178
20,"[0, 1, 13, 2, 3, 4, 5, 11, 6, 12, 7, 10, 8, 9]",0.0003009328919650918,0.0003009328919650919,0.23704218864440918
21,"[6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9, 8, 10, 12]",0.00029976019184652276,0.00029976019184652276,0.21700143814086914
22,"[6, 12, 10, 8, 9, 1, 0, 7, 13, 2, 3, 4, 5, 11]",0.00029515938606847696,0.00029515938606847685,0.23795652389526367
23,"[3, 2, 13, 1, 0, 9, 8, 10, 7, 12, 6, 11, 5, 4]",0.0003009328919650918,0.0003009328919650919,0.2170422077178955
24,"[1, 0, 9, 8, 10, 7, 12, 6, 13, 11, 5, 4, 3, 2]",0.0002900232018561485,0.00029002320185614853,0.21700215339660645
25,"[8, 9, 7, 0, 1, 2, 13, 11, 5, 3, 4, 6, 12, 10]",0.00028328611898016995,0.00028328611898017,0.22199797630310059
26,"[3, 4, 5, 11, 6, 12, 10, 8, 9, 7, 0, 1, 13, 2]",0.00029976019184652276,0.00029976019184652276,0.2140040397644043
27,"[8, 9, 7, 0, 1, 13, 2, 3, 4, 5, 11, 6, 12, 10]",0.00029976019184652276,0.00029976019184652276,0.22095274925231934
28,"[5, 11, 6, 12, 10, 8, 9, 7, 0, 1, 13, 2, 3, 4]",0.00029976019184652276,0.00029976019184652276,0.2259988784790039
29,"[4, 3, 2, 1, 0, 7, 8, 9, 10, 12, 6, 13, 11, 5]",0.0002870264064293915,0.00028702640642939157,0.21704363822937012
30,"[8, 9, 0, 1, 2, 3, 4, 5, 11, 13, 6, 12, 7, 10]",0.0002900232018561485,0.00029002320185614853,0.22500371932983398
31,"[7, 0, 1, 13, 2, 3, 4, 5, 11, 6, 12, 10, 8, 9]",0.00029976019184652276,0.0002952053941262573,0.22100019454956055
32,"[8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9]",0.00029976019184652276,0.00029976019184652276,0.21396183967590332
33,"[6, 12, 7, 10, 8, 9, 0, 1, 13, 2, 3, 4, 5, 11]",0.0003009328919650918,0.0003009328919650919,0.2140352725982666
34,"[13, 2, 3, 4, 5, 11, 6, 12, 10, 8, 9, 7, 0, 1]",0.00029976019184652276,0.00029976019184652276,0.2669990062713623
35,"[8, 9, 7, 0, 1, 13, 2, 3, 4, 5, 11, 6, 12, 10]",0.00029976019184652276,0.00029976019184652276,0.2440028190612793
36,"[11, 6, 12, 7, 0, 10, 8, 9, 1, 13, 2, 3, 4, 5]",0.0002966478789676654,0.0002966478789676654,0.21799826622009277
37,"[12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 9, 8, 10, 7]",0.0003009328919650918,0.0003009328919650919,0.21900224685668945
38,"[11, 13, 6, 12, 10, 8, 9, 7, 0, 1, 2, 3, 4, 5]",0.0002889338341519792,0.00028893383415197916,0.21899747848510742
39,"[10, 0, 7, 12, 6, 11, 5, 4, 3, 2, 13, 1, 9, 8]",0.0002966478789676654,0.0002966478789676654,0.21900153160095215
40,"[2, 3, 4, 5, 11, 6, 12, 8, 9, 10, 7, 0, 1, 13]",0.0002957704821058858,0.0002957704821058859,0.2189655303955078
41,"[10, 8, 9, 7, 0, 1, 2, 3, 4, 5, 11, 13, 6, 12]",0.0002889338341519792,0.00028893383415197916,0.21600008010864258
42,"[13, 2, 3, 4, 5, 11, 6, 12, 7, 10, 8, 9, 0, 1]",0.0003009328919650918,0.0003009328919650919,0.2149977684020996
43,"[10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9, 8]",0.00029976019184652276,0.00029976019184652276,0.22403717041015625
44,"[3, 4, 5, 11, 6, 12, 7, 10, 8, 9, 0, 1, 13, 2]",0.0003009328919650918,0.0003009328919650919,0.27295351028442383
45,"[2, 13, 11, 3, 4, 5, 6, 12, 10, 8, 9, 7, 0, 1]",0.0002809778027535825,0.0002809778027535825,0.22104859352111816
46,"[1, 13, 2, 3, 4, 5, 11, 6, 12, 10, 8, 9, 7, 0]",0.00029976019184652276,0.00029976019184652276,0.2799544334411621
