trial,best_gene,best_fitness,avg_fitness,times
47,"[9, 8, 10, 0, 7, 12, 6, 4, 3, 5, 11, 13, 2, 1]",0.00028050490883590464,0.00028050490883590453,0.22595596313476562
48,"[11, 13, 2, 1, 0, 9, 8, 10, 7, 12, 6, 5, 4, 3]",0.0002820078962210942,0.0002820078962210942,0.22103667259216309
49,"[4, 3, 13, 2, 1, 0, 7, 9, 8, 10, 12, 6, 11, 5]",0.0002938583602703497,0.00028349756380597366,0.2219545841217041
50,"[9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7]",0.00029976019184652276,0.00029976019184652276,0.21704959869384766
51,"[13, 1, 0, 7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2]",0.00029976019184652276,0.00029976019184652276,0.21799349784851074
52,"[10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9, 8]",0.00029976019184652276,0.00029976019184652276,0.2259669303894043
53,"[8, 10, 7, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 9]",0.0003009328919650918,0.0003009328919650919,0.23703598976135254
54,"[6, 11, 5, 4, 3, 2, 13, 1, 0, 9, 8, 10, 7, 12]",0.0003009328919650918,0.0003009328919650919,0.25196290016174316
55,"[11, 13, 6, 12, 7, 10, 8, 9, 0, 1, 2, 3, 4, 5]",0.0002900232018561485,0.00029002320185614853,0.2529902458190918
56,"[11, 13, 6, 12, 10, 8, 9, 7, 0, 1, 2, 3, 4, 5]",0.0002889338341519792,0.00028893383415197916,0.24399971961975098
57,"[3, 2, 13, 1, 0, 7, 9, 8, 10, 12, 6, 11, 5, 4]",0.00029976019184652276,0.00029976019184652276,0.23504638671875
58,"[12, 10, 8, 9, 7, 0, 1, 13, 2, 3, 4, 5, 11, 6]",0.00029976019184652276,0.00029976019184652276,0.23096394538879395
59,"[5, 11, 6, 12, 10, 8, 9, 7, 0, 1, 13, 2, 3, 4]",0.00029976019184652276,0.00029976019184652276,0.32499146461486816
60,"[0, 9, 8, 10, 7, 12, 6, 11, 5, 4, 3, 2, 13, 1]",0.0003009328919650918,0.0003009328919650919,0.3495290279388428
61,"[4, 5, 11, 13, 6, 12, 7, 0, 10, 8, 9, 1, 2, 3]",0.0002860411899313501,0.00028604118993135006,0.27991414070129395
62,"[9, 8, 10, 12, 6, 4, 3, 5, 11, 13, 2, 1, 0, 7]",0.00028328611898016995,0.00028328611898017,0.23179149627685547
63,"[3, 11, 5, 4, 6, 12, 10, 8, 9, 7, 0, 1, 13, 2]",0.0002894356005788712,0.00028943560057887124,0.2392280101776123
64,"[0, 9, 8, 10, 7, 12, 6, 11, 5, 4, 3, 2, 13, 1]",0.0003009328919650918,0.0003009328919650919,0.2518317699432373
65,"[5, 4, 3, 2, 1, 9, 8, 10, 0, 7, 12, 6, 13, 11]",0.0002860411899313501,0.00028604118993135006,0.27899694442749023
66,"[5, 4, 3, 2, 1, 0, 9, 8, 10, 7, 12, 6, 13, 11]",0.0002900232018561485,0.00029002320185614853,0.21699881553649902
67,"[8, 9, 0, 1, 2, 13, 11, 5, 3, 4, 6, 12, 7, 10]",0.0002843332385555871,0.00028433323855558707,0.23200154304504395
68,"[13, 2, 3, 4, 5, 11, 6, 12, 7, 0, 10, 8, 9, 1]",0.0002966478789676654,0.0002966478789676654,0.2910466194152832
69,"[9, 8, 10, 12, 6, 13, 11, 5, 4, 3, 2, 1, 0, 7]",0.0002889338341519792,0.00028893383415197916,0.2859668731689453
70,"[12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9, 8, 10]",0.00029976019184652276,0.00029976019184652276,0.28604793548583984
71,"[5, 11, 6, 12, 7, 10, 8, 9, 0, 1, 13, 2, 3, 4]",0.0003009328919650918,0.0003009328919650919,0.2929513454437256
72,"[11, 3, 4, 5, 6, 12, 10, 8, 9, 7, 0, 1, 2, 13]",0.0002809778027535825,0.0002809778027535825,0.21605587005615234
73,"[6, 11, 5, 4, 3, 2, 13, 1, 0, 9, 8, 10, 7, 12]",0.0003009328919650918,0.0003009328919650919,0.27297472953796387
74,"[11, 5, 4, 3, 2, 13, 1, 0, 9, 8, 10, 7, 12, 6]",0.0003009328919650918,0.0003009328919650919,0.23097014427185059
75,"[12, 7, 10, 8, 9, 0, 1, 2, 3, 4, 5, 11, 13, 6]",0.0002900232018561485,0.00029002320185614853,0.2789924144744873
76,"[1, 0, 9, 8, 10, 7, 12, 6, 13, 11, 5, 4, 3, 2]",0.0002900232018561485,0.00029002320185614853,0.29500293731689453
77,"[1, 0, 7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13]",0.00029976019184652276,0.00029976019184652276,0.2619926929473877
78,"[8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 7, 9]",0.00029976019184652276,0.00029976019184652276,0.35329437255859375
79,"[4, 5, 11, 6, 12, 7, 10, 8, 9, 0, 1, 13, 2, 3]",0.0003009328919650918,0.0003009328919650919,0.2959871292114258
80,"[3, 4, 6, 12, 7, 10, 8, 9, 0, 1, 2, 13, 11, 5]",0.0002843332385555871,0.00028433323855558707,0.25397300720214844
81,"[2, 1, 0, 9, 8, 10, 7, 12, 6, 13, 11, 5, 4, 3]",0.0002900232018561485,0.00029002320185614853,0.24198627471923828
82,"[13, 2, 3, 4, 5, 11, 6, 12, 10, 8, 9, 7, 0, 1]",0.00029976019184652276,0.00029976019184652276,0.3290698528289795
83,"[6, 13, 11, 5, 4, 3, 2, 1, 0, 7, 9, 8, 10, 12]",0.0002889338341519792,0.00028893383415197916,0.25317883491516113
84,"[3, 4, 5, 11, 13, 6, 12, 10, 8, 9, 7, 0, 1, 2]",0.0002889338341519792,0.00028893383415197916,0.2365283966064453
85,"[4, 6, 12, 7, 10, 8, 9, 0, 1, 2, 13, 11, 5, 3]",0.0002843332385555871,0.00028433323855558707,0.21799993515014648
86,"[4, 3, 2, 13, 1, 0, 9, 8, 10, 7, 12, 6, 11, 5]",0.0003009328919650918,0.0003009328919650919,0.234954833984375
87,"[7, 9, 8, 10, 12, 6, 4, 5, 11, 3, 2, 13, 1, 0]",0.0002894356005788712,0.00028943560057887124,0.2280445098876953
88,"[12, 7, 0, 10, 8, 9, 1, 2, 3, 4, 5, 11, 13, 6]",0.0002860411899313501,0.00028604118993135006,0.2219550609588623
89,"[6, 12, 10, 8, 9, 0, 7, 1, 2, 13, 11, 5, 3, 4]",0.0002824858757062147,0.00028248587570621475,0.24201607704162598
90,"[12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 9, 8, 10, 7]",0.0003009328919650918,0.0003009328919650919,0.27898383140563965
91,"[9, 7, 0, 1, 13, 2, 3, 4, 5, 11, 6, 12, 10, 8]",0.00029976019184652276,0.0002981060344383735,0.22301030158996582
92,"[9, 8, 10, 0, 7, 12, 6, 13, 11, 5, 4, 3, 2, 1]",0.0002860411899313501,0.00028604118993135006,0.2220323085784912
93,"[7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0]",0.00029976019184652276,0.00029976019184652276,0.2660059928894043
94,"[7, 9, 8, 10, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0]",0.00029976019184652276,0.00029976019184652276,0.21599721908569336
95,"[2, 3, 4, 5, 11, 13, 6, 12, 10, 8, 9, 7, 0, 1]",0.0002889338341519792,0.00028893383415197916,0.2460019588470459
96,"[11, 5, 4, 3, 2, 13, 1, 0, 9, 8, 10, 7, 12, 6]",0.0003009328919650918,0.0003009328919650919,0.2859971523284912
97,"[7, 9, 8, 10, 12, 6, 13, 11, 5, 4, 3, 2, 1, 0]",0.0002889338341519792,0.00028893383415197916,0.21599984169006348
98,"[10, 7, 12, 6, 11, 5, 4, 3, 2, 13, 1, 0, 9, 8]",0.0003009328919650918,0.0003009328919650919,0.24499988555908203
99,"[12, 6, 11, 5, 4, 3, 2, 13, 1, 7, 0, 9, 8, 10]",0.00029886431560071725,0.0002988643156007173,0.21499991416931152
100,"[1, 13, 2, 3, 4, 5, 11, 6, 12, 10, 8, 9, 7, 0]",0.00029976019184652276,0.0002996422551662949,0.24700260162353516
